agent_name	agnet_id	time	process_guid	process_id	image	user	db_name	rule_id	matched_to	cluster_id	attack_kind	confidence	triage_scores	padding_field_1	padding_field_2	padding_field_3	padding_field_4	padding_field_5
win64	e7e2386a-5485-4da9-b388-b3e50ee7cbb0	2023-08-21 06:45:52.964	{bac98147-0820-64e3-a005-000000000900}	5812	E:\bootkit\f428b4d0673ae67472fbe212086e70eeb5b6876e80a74b59ff8ba3e6def5e9b1.exe	WIN64\vboxuser	etas_ti	10005	F428B4D0673AE67472FBE212086E70EEB5B6876E80A74B59FF8BA3E6DEF5E9B1	20005	ESPecter	100		-	-	-	-	-
